category,descrip,name,topics,type,views,views_norm
Public Safety,"This dataset reflects reported incidents of crime (with the exception of murders where data exists for each victim) that occurred in the City of Chicago from 2001 to present, minus the most recent seven days. Data is extracted from the Chicago Police Department's CLEAR (Citizen Law Enforcement Analysis and Reporting) system. In order to protect the privacy of crime victims, addresses are shown at the block level only and specific locations are not identified. Should you have questions about this dataset, you may contact the Chicago Police Department at PSITAdministration@ChicagoPolice.org. Disclaimer: These crimes may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the Chicago Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The Chicago Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The Chicago Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of Chicago or Chicago Police Department web page. The user specifically acknowledges that the Chicago Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user.  The unauthorized use of the words ""Chicago Police Department,"" ""Chicago Police,"" or any colorable imitation of these words or the unauthorized use of the Chicago Police Department logo is unlawful. This web page does not, in any way, authorize such use. Data is updated daily Tuesday through Sunday. The dataset contains more than 65,000 records/rows of data and cannot be viewed in full in Microsoft Excel. Therefore, when downloading the file, select CSV from the Export menu. Open the file in an ASCII text editor, such as Wordpad, to view and search. To access a list of Chicago Police Department - Illinois Uniform Crime Reporting (IUCR) codes, go to http://data.cityofchicago.org/Public-Safety/Chicago-Police-Department-Illinois-Uniform-Crime-R/c7ck-438e",Crimes - 2001 to present - Map,"['police', 'crime']",Map,41639.0,0.047689183663886255
Transportation,This dataset shows CTA Bus Stop shelters which are slated to have digital signs added to them to show upcoming arrivals. The listing is subject to change.,CTA - System Information - Map Showing Bus Stop Shelters in Digital Sign Project,"['chicago transit authority', 'sustainability', 'bus', 'cta']",Map,41259.0,0.047253969326551626
Service Requests,"The Chicago Department of Transportation (CDOT) oversees the patching of potholes on over 4,000 miles of arterial and residential streets in Chicago. CDOT receives reports of potholes through the 311 call center and uses a computerized mapping and tracking system to identify pothole locations and efficiently schedule crews.  One call to 311 can generate multiple pothole repairs. When a crew arrives to repair a 311 pothole, it fills all the other potholes within the block.  Pothole repairs are generally completed within 7 days from the first report of a pothole to 311. Weather conditions, particularly frigid temps and precipitation, influence how long a repair takes.  On days when weather is cooperative and there is no precipitation, crews can fill several thousand potholes.  
If a previous request is already open for a buffer of 4 addresses the request is given the status of ""Duplicate (Open)"".  For example, if there is an existing CSR for 6535 N Western and a new request is received for 6531 N Western (which is within four addresses of the original CSR) then the new request is given a status of ""Duplicate (Open)"".
Once the street is repaired, the status in CSR will read ?Completed? for the original request and ""Duplicate (Closed)"" for any duplicate requests.  A service request also receives the status of ?Completed? when the reported address is inspected but no potholes are found or have already been filled.  If another issue is found with the street, such as a ?cave-in? or ?failed utility cut?, then it is directed to the appropriate department or contractor. 
Data Owner: Transportation. Time Period: All open requests and all completed requests since January 1, 2011. Frequency: Data is updated daily.",311 Service Requests - Pot Holes Reported,"['pot holes', 'streets']",Dataset,40461.0,0.0463400192181489
Service Requests,"All open and completed tree trim requests made to 311 since January 1, 2011. The Department of Streets and Sanitation maintains all trees growing in the public way and performs regular maintenance trimming in response to 311 requests. Crisis trimming is performed on an emergency basis in response to hazardous conditions such as broken or hanging branches. Requests that have been labeled as Duplicates are in the same geographic area and have been entered into 311?s Customer Service Requests (CSR) system at around the same time as a previous request. Duplicate requests are labeled as such in the Status field, as either ""Open - Dup"" or ""Completed - Dup."" Data is updated daily.",311 Service Requests - Tree Trims,['trees'],Dataset,39243.0,0.04494504273690263
Community & Economic Development,"Business licenses issued by the Department of Business Affairs and Consumer Protection in the City of Chicago from 2002 to the present. This dataset contains a large number of records/rows of data and may not be viewed in full in Microsoft Excel. Therefore, when downloading the file, select CSV from the Export menu. Open the file in an ASCII text editor, such as Notepad or Wordpad, to view and search. 
 
Data fields requiring description are detailed below. 

APPLICATION TYPE:  ?ISSUE? is the record associated with the initial license application.  ?RENEW? is a subsequent renewal record.  All renewal records are created with a term start date and term expiration date.  ?C_LOC? is a change of location record.  It means the business moved.   ?C_CAPA? is a change of capacity record.  Only a few license types may file this type of application.  ?C_EXPA? only applies to businesses that have liquor licenses.  It means the business location expanded.  'C_SBA' is a change of business activity record. It means that a new business activity was added or an existing business activity was marked as expired.

LICENSE STATUS: ?AAI? means the license was issued. ?AAC? means the license was cancelled during its term.  ?REV? means the license was revoked. 'REA' means the license revocation has been appealed.

LICENSE STATUS CHANGE DATE:  This date corresponds to the date a license was cancelled (AAC), revoked (REV) or appealed (REA).

Business License Owner information may be accessed at:  https://data.cityofchicago.org/dataset/Business-Owners/ezma-pppn. To identify the owner of a business, you will need the account number or legal name, which may be obtained from this Business Licenses dataset. 

Data Owner: Business Affairs and Consumer Protection. Time Period: January 1, 2006 to present. Frequency: Data is updated daily.",Business Licenses,[],Data Lens,34489.0,0.03950028231666882
FOIA,"FOIA requests received by the Chicago Police Department as of May 1, 2010",FOIA Request Log - Police,[],Dataset,33115.0,0.03792663889693781
Transportation,This lists datasets published by CTA in the City of Chicago Data Portal.,CTA - List of CTA Datasets,"['chicago transit authority', 'public transit', 'cta']",Dataset,32428.0,0.0371398171870723
Health & Human Services,"Former neighborhood health clinic locations, hours of operation and contact information. These clinics were closed or transferred to private management in July 2012.  See https://data.cityofchicago.org/d/kcki-hnch for current public health clinics.",Neighborhood Health Clinics - Historical,"['historical', 'gis', 'facilities']",Dataset,31355.0,0.035910909334545826
FOIA,"FOIA requests received by the Chicago Fire Department as of May 1, 2010",FOIA Request Log - Fire,[],Dataset,31204.0,0.0357379689004997
Transportation,"This dataset reflects the daily volume of violations created by the City of Chicago Red Light Program for each camera. The data reflects violations that occurred from July 1, 2014 until present, minus the most recent 14 days. This data may change due to occasional time lags between the capturing of a potential violation and the processing and determination of a violation. The most recent 14 days are not shown due to revised data being submitted to the City of Chicago during this period. The reported violations are those that have been collected by the camera system and reviewed by two separate City contractors. In some instances, due to the inability the registered owner of the offending vehicle, the violation may not be issued as a citation. However, this dataset contains all violations regardless of whether a citation was actually issued, which provides an accurate view into the Red Light Program.  Because of occasional time lags between the capturing of a potential violation and the processing and determination of a violation, as well as the occasional revision of the determination of a violation, this data may change. More information on the Red Light Program can be found here: http://www.cityofchicago.org/city/en/depts/cdot/supp_info/red-light_cameraenforcement.html.  The corresponding dataset for speed camera violations is https://data.cityofchicago.org/id/hhkd-xvj4.",Red Light Camera Violations,"['public safety', 'transportation', 'violations', 'citations']",Dataset,30635.0,0.03508629269538547
Service Requests,"All open sanitation code complaints made to 311 and all requests completed since January 1, 2011. The Department of Streets and Sanitation investigates and remedies reported violations of Chicago?s sanitation code. Residents may request service for violations such as overflowing dumpsters and garbage in the alley.
311 sometimes receives duplicate sanitation code complaints. Requests that have been labeled as duplicates are in the same geographic area as a previous request and have been entered into 311?s Customer Service Request (CSR) system at around the same time. Duplicate complaints are labeled as such in the status field, as either ""Open - Dup"" or ""Completed - Dup.""
Data Owner: Streets and Sanitation (http://www.cityofchicago.org/content/city/en/depts/streets.html).
Time Period: January 1, 2011 to present.
Frequency: Data is updated daily.
Related Applications: 311 Service Request Status Inquiry (https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=createsrquery2) and Report Sanitation Code Complaint (https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SCB&invSRDesc=Sanitation%20Code%20Violation&locreq=Y&stnumreqd=Y).",311 Service Requests - Sanitation Code Complaints,"['complaints', 'sanitation', 'garbage']",Dataset,30621.0,0.03507025848295735
FOIA,"FOIA requests received by Buildings as of May 1, 2010",FOIA Request Log - Buildings,[],Dataset,30334.0,0.03474155712818093
Public Safety,"Illinois Uniform Crime Reporting (IUCR) codes are four digit codes that law enforcement agencies use to classify criminal incidents when taking individual reports. These codes are also used to aggregate types of cases for statistical purposes.  In Illinois, the Illinois State Police establish IUCR codes, but the agencies can add codes to suit their individual needs.  The Chicago Police Department currently uses more than 350 IUCR codes to classify criminal offenses, divided into ?Index? and ?Non-Index? offenses.  Index offenses are the offenses that are collected nation-wide by the Federal Bureaus of Investigation?s Uniform Crime Reports program to document crime trends over time (data released semi-annually), and include murder, criminal sexual assault, robbery, aggravated assault & battery, burglary, theft, motor vehicle theft, and arson.  Non-index offenses are all other types of criminal incidents, including vandalism, weapons violations, public peace violations, etc.",Chicago Police Department - Illinois Uniform Crime Reporting (IUCR) Codes,"['police', 'crime']",Dataset,29970.0,0.03432466760504986
